bench-name,core-freq,memory-freq,problem-size,local-size,num-iters,throughput-metric,kernel-time-mean,kernel-time-stddev,kernel-time-min,kernel-time-throughput,run-time-mean,run-time-stddev,run-time-min,run-time-throughput,kernel-energy-mean,kernel-energy-stddev,kernel-energy-max,kernel-energy-min
MicroBench_LocalMem_fp64_4096,,,65536,256,,4.000000,N/A,N/A,N/A,N/A,0.016647,0.023951,0.005298,755.024689,,,,
MicroBench_LocalMem_int32_4096,,,2097152,256,,64.000000,N/A,N/A,N/A,N/A,0.083707,0.020880,0.062641,1021.691941,,,,
MicroBench_LocalMem_fp32_4096,,,2097152,256,,64.000000,N/A,N/A,N/A,N/A,0.058144,0.008293,0.053394,1198.633296,,,,
MicroBench_LocalMem_fp64_4096,,,2097152,256,,128.000000,N/A,N/A,N/A,N/A,0.095511,0.052188,0.053088,2411.068946,,,,
MicroBench_LocalMem_int32_4096,,,32768,256,,1.000000,N/A,N/A,N/A,N/A,0.003732,0.000417,0.003313,301.873669,,,,
MicroBench_LocalMem_fp32_4096,,,32768,256,,1.000000,N/A,N/A,N/A,N/A,0.003686,0.000519,0.003332,300.087806,,,,
MicroBench_LocalMem_fp64_4096,,,32768,256,,2.000000,N/A,N/A,N/A,N/A,0.014131,0.023725,0.003405,587.425683,,,,
MicroBench_LocalMem_int32_4096,,,262144,256,,8.000000,N/A,N/A,N/A,N/A,0.016420,0.003123,0.013291,601.902327,,,,
MicroBench_LocalMem_fp32_4096,,,262144,256,,8.000000,N/A,N/A,N/A,N/A,0.010688,0.001584,0.008860,902.917824,,,,
MicroBench_LocalMem_fp64_4096,,,262144,256,,16.000000,N/A,N/A,N/A,N/A,0.028295,0.026032,0.014569,1098.205594,,,,
MicroBench_LocalMem_int32_4096,,,8192,256,,0.000000,N/A,N/A,N/A,N/A,0.005741,0.004692,0.003294,N/A,,,,
MicroBench_LocalMem_fp32_4096,,,8192,256,,0.000000,N/A,N/A,N/A,N/A,0.003757,0.000720,0.003337,N/A,,,,
