Global Size,Local Size,Memory Bandwidth
2048,64,0.709633
2048,64,0.709633
2048,64,0.709633
2048,64,0.650985
2048,64,0.65641
2048,64,1.38192
2048,64,1.38192
2048,64,1.25031
2048,64,1.25031
2048,64,1.07903
2048,64,1.15837
2048,64,1.05026
2048,64,1.03644
2048,64,0.926697
2048,64,0.915921
2048,64,0.803768
4096,64,1.57538
4096,64,1.44531
4096,64,1.43217
4096,64,1.3699
4096,64,1.34648
4096,64,1.35809
4096,64,1.26031
4096,64,1.27047
4096,64,2.67014
4096,64,2.67014
4096,64,2.50061
4096,64,2.50061
4096,64,2.31674
4096,64,2.31674
4096,64,2.10051
4096,64,2.1289
4096,64,1.96923
4096,64,1.96923
4096,64,1.81079
4096,64,1.79021
8192,64,3.21507
8192,64,3.1826
8192,64,2.76383
8192,64,2.7398
8192,64,2.78829
8192,64,2.81319
8192,64,2.76383
8192,64,2.48092
8192,64,2.44246
8192,64,5.25128
8192,64,5.34029
8192,64,4.70264
8192,64,4.84734
8192,64,4.37607
8192,64,4.37607
8192,64,3.8424
8192,64,3.88984
8192,64,3.38792
8192,64,3.35188
8192,64,3.08899
16384,64,5.67706
16384,64,5.20788
16384,64,5.1232
16384,64,4.81033
16384,64,4.70264
16384,64,4.84734
16384,64,4.31612
16384,64,4.40667
16384,64,3.77338
16384,64,3.77338
16384,64,3.75092
16384,64,3.52041
16384,64,3.36981
16384,64,3.40624
16384,64,3.52041
16384,64,3.54019
16384,64,3.50085
16384,64,3.54019
16384,64,3.15077
16384,64,3.13509
32768,64,4.96184
32768,64,4.94238
32768,64,4.90392
32768,64,18.8106
32768,64,18.8106
32768,64,16.583
32768,64,17.0312
32768,64,15.3696
32768,64,15.3696
32768,64,13.8495
32768,64,14.1608
32768,64,12.236
32768,64,12.356
32768,64,10.7719
32768,64,10.5908
32768,64,9.76983
32768,64,9.76983
32768,64,9.33561
32768,64,9.26697
32768,64,7.97663
65536,64,14.0817
65536,64,14.4863
65536,64,13.5517
65536,64,13.699
65536,64,12.9262
65536,64,12.356
65536,64,12.6664
65536,64,12.9262
65536,64,11.946
65536,64,11.6695
65536,64,11.7238
65536,64,11.7238
65536,64,12.236
65536,64,11.8339
65536,64,11.946
65536,64,11.8897
65536,64,10.8181
65536,64,10.6806
65536,64,11.1532
65536,64,10.9118
131072,64,14.0034
131072,64,14.2007
131072,64,14.3625
131072,64,49.4238
131072,64,52.5128
131072,64,48.944
131072,64,47.5588
131072,64,42.3633
131072,64,39.6947
131072,64,38.4827
131072,64,38.4827
131072,64,38.4827
131072,64,52.5128
131072,64,55.3981
131072,64,49.9132
131072,64,49.4238
131072,64,45.8294
131072,64,45.4165
131072,64,41.3216
131072,64,42.0103
262144,64,47.1143
262144,64,50.9215
262144,64,44.2213
262144,64,44.2213
262144,64,39.5391
262144,64,40.6551
262144,64,36.3988
262144,64,38.047
262144,64,38.047
262144,64,34.0624
262144,64,33.6082
262144,64,76.3823
262144,64,78.1586
262144,64,78.1586
262144,64,76.9654
262144,64,73.0613
262144,64,74.1357
262144,64,67.2164
262144,64,66.332
262144,64,60.374
524288,64,81.6394
524288,64,74.9625
524288,64,73.327
524288,64,65.2587
524288,64,64.4247
524288,64,57.9452
524288,64,59.6595
524288,64,51.7049
524288,64,52.5128
524288,64,48.8255
524288,64,48.5902
524288,64,45.4165
524288,64,44.8109
524288,64,41.3216
524288,64,41.3216
524288,64,33.3305
524288,64,33.441
524288,64,29.6543
524288,64,29.3949
524288,64,25.7206
1048576,64,31.2877
1048576,64,31.2151
1048576,64,31.1668
1048576,64,31.2877
1048576,64,31.2151
1048576,64,31.312
1048576,64,31.312
1048576,64,31.3363
1048576,64,31.3851
1048576,64,31.1668
1048576,64,31.4831
1048576,64,31.3851
1048576,64,31.2151
1048576,64,31.1668
1048576,64,30.9278
1048576,64,31.2151
1048576,64,31.4831
1048576,64,31.2634
1048576,64,31.1909
1048576,64,31.434
2097152,64,36.9829
2097152,64,36.8983
2097152,64,36.6635
2097152,64,36.8141
2097152,64,36.9829
2097152,64,36.7638
2097152,64,37.1361
2097152,64,132.013
2097152,64,132.883
2097152,64,123.901
2097152,64,127.626
2097152,64,120.929
2097152,64,117.068
2097152,64,115.558
2097152,64,108.414
2097152,64,106.131
2097152,64,107.978
2097152,64,106.271
2097152,64,101.587
2097152,64,100.323
4194304,64,101.972
4194304,64,101.268
4194304,64,97.005
4194304,64,96.4252
4194304,64,88.1045
4194304,64,70.6611
4194304,64,72.9622
4194304,64,67.2164
4194304,64,67.3286
4194304,64,55.4743
4194304,64,49.1977
4194304,64,49.0332
4194304,64,42.6658
4194304,64,135.791
4194304,64,134.433
4194304,64,129.574
4194304,64,128.031
4194304,64,120.838
4194304,64,120.838
4194304,64,109.221
8388608,64,105.887
8388608,64,104.515
8388608,64,105.645
8388608,64,105.506
8388608,64,106.481
8388608,64,105.06
8388608,64,107.189
8388608,64,106.693
8388608,64,106.027
8388608,64,105.922
8388608,64,106.94
8388608,64,106.061
8388608,64,106.481
8388608,64,105.749
8388608,64,106.728
8388608,64,105.749
8388608,64,105.887
8388608,64,101.747
8388608,64,101.683
8388608,64,101.651
16777216,64,106.289
16777216,64,106.306
16777216,64,115.849
16777216,64,117.004
16777216,64,111.332
16777216,64,106.71
16777216,64,106.131
16777216,64,102.036
16777216,64,101.109
16777216,64,102.069
16777216,64,95.6392
16777216,64,95.5684
16777216,64,101.188
16777216,64,101.109
16777216,64,89.5846
16777216,64,89.8215
16777216,64,89.7465
16777216,64,90.2612
16777216,64,89.6468
16777216,64,89.734
1024,128,0.174268
1024,128,0.171985
1024,128,0.173501
1024,128,0.175824
1024,128,0.175043
1024,128,0.17274
1024,128,0.690958
1024,128,0.703297
1024,128,0.635236
1024,128,0.58783
1024,128,0.58783
1024,128,0.579186
1024,128,0.518219
1024,128,0.532225
1024,128,0.452697
1024,128,0.447552
1024,128,0.432798
1024,128,0.437607
1024,128,0.382375
1024,128,0.382375
2048,128,0.690958
2048,128,1.43217
2048,128,1.40659
2048,128,1.31282
2048,128,1.2913
2048,128,1.2913
2048,128,1.25031
2048,128,1.23077
2048,128,1.14158
2048,128,1.12527
2048,128,1.02298
2048,128,1.00986
2048,128,0.937729
2048,128,0.926697
2048,128,0.82915
2048,128,0.787692
2048,128,0.729345
2048,128,0.76475
2048,128,0.722653
2048,128,0.716084
4096,128,1.3699
4096,128,1.38192
4096,128,1.38192
4096,128,1.22123
4096,128,1.1845
4096,128,1.17566
4096,128,1.1845
4096,128,1.19347
4096,128,1.17566
4096,128,1.21183
4096,128,1.20258
4096,128,1.17566
4096,128,1.05026
4096,128,1.11729
4096,128,1.06445
4096,128,1.0433
4096,128,1.10167
4096,128,1.10167
4096,128,1.08647
4096,128,0.937729
8192,128,1.79021
8192,128,1.83184
8192,128,1.82125
8192,128,1.80044
8192,128,1.80044
8192,128,1.80044
8192,128,1.63252
8192,128,1.63252
8192,128,1.64962
8192,128,1.64103
8192,128,1.63252
8192,128,1.45197
8192,128,1.45869
8192,128,1.45869
8192,128,1.45197
8192,128,1.25031
8192,128,1.25031
8192,128,1.24046
8192,128,5.08189
8192,128,5.1652
16384,128,9.26697
16384,128,9.0022
16384,128,8.51559
16384,128,8.2915
16384,128,7.77968
16384,128,7.77968
16384,128,7.77968
16384,128,7.16084
16384,128,7.32737
16384,128,6.30154
16384,128,6.23915
16384,128,5.43236
16384,128,5.1232
16384,128,4.96184
16384,128,5.1232
16384,128,4.31612
16384,128,4.28676
16384,128,4.37607
16384,128,4.4377
16384,128,4.31612
32768,128,7.12038
32768,128,7.41357
32768,128,6.23915
32768,128,6.3332
32768,128,6.08844
32768,128,6.36519
32768,128,6.36519
32768,128,5.72867
32768,128,5.6516
32768,128,4.86605
32768,128,5.08189
32768,128,4.96184
32768,128,4.82877
32768,128,5.04123
32768,128,4.34589
32768,128,4.18707
32768,128,4.37607
32768,128,4.39132
32768,128,4.39132
32768,128,4.42213
65536,128,7.39183
65536,128,7.39183
65536,128,7.39183
65536,128,31.1187
65536,128,31.9065
65536,128,33.166
65536,128,31.9065
65536,128,28.6434
65536,128,27.6991
65536,128,24.9566
65536,128,25.7206
65536,128,22.7082
65536,128,22.7082
65536,128,22.3063
65536,128,20.1649
65536,128,19.8474
65536,128,18.0044
65536,128,17.6267
65536,128,17.2645
65536,128,17.0312
131072,128,28.6434
131072,128,28.807
131072,128,28.6434
131072,128,30.0073
131072,128,30.0073
131072,128,28.3215
131072,128,28.6434
131072,128,27.398
131072,128,26.6732
131072,128,27.1034
131072,128,27.1034
131072,128,26.8151
131072,128,25.59
131072,128,26.1204
131072,128,21.7294
131072,128,20.6608
131072,128,18.6712
131072,128,18.3317
131072,128,18.1994
131072,128,16.7483
262144,128,25.0185
262144,128,22.0141
262144,128,21.6362
262144,128,19.6923
262144,128,21.8235
262144,128,19.7695
262144,128,19.1318
262144,128,73.5946
262144,128,74.6849
262144,128,73.0613
262144,128,74.1357
262144,128,72.0176
262144,128,71.5068
262144,128,68.1247
262144,128,67.6675
262144,128,62.624
262144,128,61.1058
262144,128,56.3266
262144,128,56.0137
262144,128,48.7075
524288,128,58.7899
524288,128,51.5727
524288,128,58.1122
524288,128,48.944
524288,128,49.1827
524288,128,44.8109
524288,128,44.3185
524288,128,41.7493
524288,128,41.8359
524288,128,37.904
524288,128,37.6914
524288,128,33.6643
524288,128,33.7771
524288,128,34.1778
524288,128,33.4965
524288,128,29.9627
524288,128,30.2323
524288,128,25.7863
524288,128,22.0382
524288,128,25.7534
1048576,128,31.6561
1048576,128,31.7808
1048576,128,31.4585
1048576,128,31.6809
1048576,128,31.4585
1048576,128,31.6809
1048576,128,31.3607
1048576,128,31.4095
1048576,128,31.312
1048576,128,31.4831
1048576,128,31.4585
1048576,128,28.3813
1048576,128,31.6561
1048576,128,31.4831
1048576,128,31.5323
1048576,128,31.7558
1048576,128,31.6809
1048576,128,31.7059
1048576,128,31.5323
1048576,128,31.7558
2097152,128,37.4291
2097152,128,37.239
2097152,128,37.4465
2097152,128,37.3771
2097152,128,37.0338
2097152,128,37.2218
2097152,128,37.0168
2097152,128,37.102
2097152,128,37.4639
2097152,128,37.2907
2097152,128,37.2734
2097152,128,37.3944
2097152,128,37.0508
2097152,128,37.2562
2097152,128,37.2734
2097152,128,37.0338
2097152,128,31.1307
2097152,128,37.3079
2097152,128,36.8814
2097152,128,37.3425
4194304,128,43.6116
4194304,128,43.494
4194304,128,43.4706
4194304,128,43.5527
4194304,128,43.9443
4194304,128,43.4121
4194304,128,43.4589
4194304,128,141.26
4194304,128,139.791
4194304,128,135.677
4194304,128,133.986
4194304,128,130.623
4194304,128,127.727
4194304,128,118.879
4194304,128,105.506
4194304,128,105.992
4194304,128,91.5028
4194304,128,91.4509
4194304,128,80.6597
4194304,128,68.9989
8388608,128,74.6331
8388608,128,68.3267
8388608,128,67.2164
8388608,128,68.0099
8388608,128,68.9841
8388608,128,68.3123
8388608,128,68.8663
8388608,128,68.5299
8388608,128,68.4572
8388608,128,68.0673
8388608,128,68.3991
8388608,128,68.2689
8388608,128,68.4427
8388608,128,68.2544
8388608,128,67.0488
8388608,128,68.8076
8388608,128,66.9792
8388608,128,68.7929
8388608,128,68.24
8388608,128,68.5008
16777216,128,71.7214
16777216,128,84.8603
16777216,128,91.1666
16777216,128,97.0342
16777216,128,103.609
16777216,128,92.1299
16777216,128,92.0116
16777216,128,91.1409
16777216,128,96.9467
16777216,128,96.9322
16777216,128,98.1112
16777216,128,97.7397
16777216,128,96.7433
16777216,128,91.9854
16777216,128,91.9854
16777216,128,91.1409
16777216,128,92.1167
16777216,128,92.0379
16777216,128,84.9273
16777216,128,84.7934
1024,256,0.174268
1024,256,0.173501
1024,256,0.173501
1024,256,0.17274
1024,256,0.17274
1024,256,0.173501
1024,256,0.170496
1024,256,0.17274
1024,256,0.17274
1024,256,0.171237
1024,256,0.171985
1024,256,0.170496
1024,256,0.17274
1024,256,0.173501
1024,256,0.171985
1024,256,0.173501
1024,256,0.171237
1024,256,0.173501
1024,256,0.17274
1024,256,0.170496
2048,256,0.335188
2048,256,0.338065
2048,256,0.338065
2048,256,0.336621
2048,256,0.336621
2048,256,0.34397
2048,256,0.348536
2048,256,0.340992
2048,256,0.336621
2048,256,0.339523
2048,256,0.342475
2048,256,0.339523
2048,256,0.338065
2048,256,0.333768
2048,256,0.338065
2048,256,0.340992
2048,256,0.340992
2048,256,0.339523
2048,256,1.33507
2048,256,1.31282
4096,256,2.38695
4096,256,2.38695
4096,256,2.28317
4096,256,2.18803
4096,256,2.07287
4096,256,1.99416
4096,256,1.7701
4096,256,1.79021
4096,256,1.5295
4096,256,1.55979
4096,256,1.48621
4096,256,1.50037
4096,256,1.54449
4096,256,2.67014
4096,256,2.71618
4096,256,2.50061
4096,256,2.50061
4096,256,2.25055
4096,256,2.15806
4096,256,1.96923
8192,256,3.75092
8192,256,3.79611
8192,256,3.66369
8192,256,3.66369
8192,256,3.3166
8192,256,3.28205
8192,256,3.1826
8192,256,3.059
8192,256,5.1652
8192,256,5.25128
8192,256,5.43236
8192,256,5.34029
8192,256,5.25128
8192,256,5.25128
8192,256,4.77389
8192,256,4.84734
8192,256,4.31612
8192,256,4.31612
8192,256,3.88984
8192,256,3.8424
16384,256,6.23915
16384,256,6.118
16384,256,5.4796
16384,256,5.4796
16384,256,5.04123
16384,256,5.20788
16384,256,5.38593
16384,256,4.84734
16384,256,5.00122
16384,256,9.54779
16384,256,9.69467
16384,256,10.0024
16384,256,10.1638
16384,256,9.0022
16384,256,8.87541
16384,256,7.97663
16384,256,7.87692
16384,256,6.70376
16384,256,6.70376
16384,256,9.84615
32768,256,17.5043
32768,256,15.5594
32768,256,15.5594
32768,256,13.8495
32768,256,13.5517
32768,256,12.1183
32768,256,11.4573
32768,256,9.92368
32768,256,9.92368
32768,256,8.87541
32768,256,8.63224
32768,256,7.24315
32768,256,7.28502
32768,256,6.5641
32768,256,6.70376
32768,256,6.49643
32768,256,6.59847
32768,256,5.97302
32768,256,6.03018
32768,256,6.05917
65536,256,9.73211
65536,256,9.62067
65536,256,8.63224
65536,256,8.54446
65536,256,7.47957
65536,256,7.43544
65536,256,7.30613
65536,256,7.43544
65536,256,7.39183
65536,256,7.47957
65536,256,7.39183
65536,256,7.47957
65536,256,7.37022
65536,256,7.43544
65536,256,7.45744
65536,256,7.52423
65536,256,7.59222
65536,256,7.47957
65536,256,7.52423
65536,256,31.9065
131072,256,52.5128
131072,256,47.1143
131072,256,47.5588
131072,256,43.0874
131072,256,43.8368
131072,256,37.904
131072,256,37.0679
131072,256,33.3856
131072,256,32.9492
131072,256,30.3689
131072,256,31.5077
131072,256,28.1633
131072,256,28.1633
131072,256,28.1633
131072,256,53.6301
131072,256,52.5128
131072,256,48.4734
131072,256,47.5588
131072,256,42.7223
131072,256,41.6631
262144,256,53.6301
262144,256,55.0954
262144,256,47.1143
262144,256,47.7842
262144,256,41.4916
262144,256,43.2724
262144,256,40.0098
262144,256,40.8197
262144,256,40.3298
262144,256,38.6301
262144,256,40.4918
262144,256,32.6293
262144,256,31.7059
262144,256,27.6232
262144,256,26.8151
262144,256,24.5315
262144,256,24.3538
262144,256,19.4642
262144,256,20.4098
262144,256,21.6362
524288,256,29.6108
524288,256,29.3949
524288,256,29.0561
524288,256,29.2245
524288,256,29.2669
524288,256,29.524
524288,256,29.0143
524288,256,29.8298
524288,256,29.4378
524288,256,29.524
524288,256,29.2245
524288,256,25.5252
524288,256,25.59
524288,256,25.59
524288,256,25.3647
524288,256,25.5252
524288,256,25.6878
524288,256,25.7863
524288,256,21.9661
524288,256,25.5576
1048576,256,31.6561
1048576,256,31.1668
1048576,256,31.1187
1048576,256,30.9753
1048576,256,31.2392
1048576,256,31.1427
1048576,256,31.5077
1048576,256,29.698
1048576,256,31.2634
1048576,256,30.9515
1048576,256,31.0708
1048576,256,31.2151
1048576,256,31.312
1048576,256,31.3607
1048576,256,30.9041
1048576,256,31.1427
1048576,256,31.1668
1048576,256,31.1668
1048576,256,31.1427
1048576,256,30.9753
2097152,256,36.6969
2097152,256,36.7303
2097152,256,36.6802
2097152,256,36.3988
2097152,256,32.8553
2097152,256,36.5472
2097152,256,36.4152
2097152,256,36.7638
2097152,256,32.5898
2097152,256,36.7303
2097152,256,36.8477
2097152,256,36.4152
2097152,256,36.5307
2097152,256,36.3005
2097152,256,34.3818
2097152,256,36.3168
2097152,256,36.4646
2097152,256,36.4317
2097152,256,36.4481
2097152,256,36.6635
4194304,256,43.0644
4194304,256,42.4972
4194304,256,42.8357
4194304,256,43.0185
4194304,256,42.7449
4194304,256,42.7336
4194304,256,42.7789
4194304,256,42.711
4194304,256,42.6545
4194304,256,43.0874
4194304,256,42.6884
4194304,256,42.587
4194304,256,43.0415
4194304,256,42.8357
4194304,256,42.8927
4194304,256,42.6884
4194304,256,42.632
4194304,256,42.9384
4194304,256,42.813
4194304,256,43.1913
8388608,256,47.0319
8388608,256,68.2833
8388608,256,61.0134
8388608,256,61.2683
8388608,256,60.692
8388608,256,60.8982
8388608,256,61.5253
8388608,256,60.9327
8388608,256,61.0596
8388608,256,60.7835
8388608,256,60.8638
8388608,256,61.2799
8388608,256,61.455
8388608,256,60.6578
8388608,256,61.0134
8388608,256,60.8752
8388608,256,53.953
8388608,256,54.1431
8388608,256,74.478
8388608,256,73.8473
16777216,256,76.1839
16777216,256,77.604
16777216,256,84.8714
16777216,256,90.11
16777216,256,90.375
16777216,256,90.2612
16777216,256,90.2486
16777216,256,90.2739
16777216,256,89.3489
16777216,256,84.1081
16777216,256,83.9986
16777216,256,84.1081
16777216,256,96.0092
16777216,256,95.9806
16777216,256,101.603
16777216,256,101.491
16777216,256,101.667
16777216,256,96.0377
16777216,256,84.0205
16777216,256,84.76
1024,512,0.171985
1024,512,0.174268
1024,512,0.173501
1024,512,0.175043
1024,512,0.175824
1024,512,0.175043
1024,512,0.175043
1024,512,0.171985
1024,512,0.173501
1024,512,0.171985
1024,512,0.17274
1024,512,0.174268
1024,512,0.175824
1024,512,0.173501
1024,512,0.173501
1024,512,0.17274
1024,512,0.175043
1024,512,0.17274
1024,512,0.175824
1024,512,0.175043
2048,512,0.330963
2048,512,0.330963
2048,512,0.33236
2048,512,0.339523
2048,512,0.336621
2048,512,0.333768
2048,512,0.338065
2048,512,0.335188
2048,512,0.338065
2048,512,0.338065
2048,512,0.340992
2048,512,0.340992
2048,512,0.336621
2048,512,0.338065
2048,512,0.336621
2048,512,0.33236
2048,512,0.335188
2048,512,0.336621
2048,512,0.336621
2048,512,0.336621
4096,512,0.6404
4096,512,0.637808
4096,512,0.625153
4096,512,0.645649
4096,512,0.645649
4096,512,0.650985
4096,512,0.65641
4096,512,0.648306
4096,512,0.6404
4096,512,0.648306
4096,512,0.650985
4096,512,0.653687
4096,512,0.648306
4096,512,0.648306
4096,512,0.650985
4096,512,0.650985
4096,512,0.648306
4096,512,0.648306
4096,512,0.648306
4096,512,0.650985
8192,512,5.1652
8192,512,5.34029
8192,512,4.2578
8192,512,4.63348
8192,512,4.31612
8192,512,4.2578
8192,512,3.79611
8192,512,3.75092
8192,512,3.3166
8192,512,3.28205
8192,512,2.97242
8192,512,3.059
8192,512,2.67014
8192,512,2.64771
8192,512,2.69297
8192,512,2.64771
