bench-name,core-freq,memory-freq,problem-size,local-size,num-iters,throughput-metric,kernel-time-mean,kernel-time-stddev,kernel-time-min,kernel-time-throughput,run-time-mean,run-time-stddev,run-time-min,run-time-throughput,kernel-energy-mean,kernel-energy-stddev,kernel-energy-max,kernel-energy-min
MicroBench_LocalMem_fp64_4096,,,1048576,128,,64.000000,N/A,N/A,N/A,N/A,0.005818,0.000032,0.005792,11050.053809,,,,
MicroBench_LocalMem_int32_4096,,,1048576,128,,32.000000,N/A,N/A,N/A,N/A,0.002770,0.000013,0.002753,11621.796243,,,,
MicroBench_LocalMem_fp32_4096,,,1048576,128,,32.000000,N/A,N/A,N/A,N/A,0.002770,0.000015,0.002751,11632.907605,,,,
MicroBench_LocalMem_fp64_4096,,,1048576,128,,64.000000,N/A,N/A,N/A,N/A,0.005817,0.000059,0.005750,11130.651588,,,,
MicroBench_LocalMem_int32_4096,,,16384,256,,0.000000,N/A,N/A,N/A,N/A,0.000112,0.000009,0.000107,N/A,,,,
MicroBench_LocalMem_fp32_4096,,,16384,256,,0.000000,N/A,N/A,N/A,N/A,0.000111,0.000004,0.000108,N/A,,,,
MicroBench_LocalMem_fp64_4096,,,16384,256,,1.000000,N/A,N/A,N/A,N/A,0.000167,0.000042,0.000133,7493.892478,,,,
MicroBench_LocalMem_int32_4096,,,131072,256,,4.000000,N/A,N/A,N/A,N/A,0.000394,0.000009,0.000389,10287.351444,,,,
MicroBench_LocalMem_fp32_4096,,,131072,256,,4.000000,N/A,N/A,N/A,N/A,0.000392,0.000003,0.000390,10267.203984,,,,
MicroBench_LocalMem_fp64_4096,,,131072,256,,8.000000,N/A,N/A,N/A,N/A,0.000791,0.000044,0.000756,10578.456445,,,,
MicroBench_LocalMem_int32_4096,,,16384,256,,0.000000,N/A,N/A,N/A,N/A,0.000112,0.000009,0.000107,N/A,,,,
MicroBench_LocalMem_fp32_4096,,,16384,256,,0.000000,N/A,N/A,N/A,N/A,0.000110,0.000004,0.000107,N/A,,,,
