bench-name,core-freq,memory-freq,problem-size,local-size,num-iters,throughput-metric,kernel-time-mean,kernel-time-stddev,kerne-time-min,kernel-time-throughput,run-time-mean,run-time-stddev,run-time-min,run-time-throughput,kernel-energy-mean,kernel-energy-stddev,kernel-energy-max,kernel-energy-min
MicroBench_LocalMem_fp32_4096,,,131072,256,,4.000000,N/A,N/A,,N/A,0.000394,0.000005,0.000389,10286.346161,,,,
MicroBench_LocalMem_fp64_4096,,,131072,256,,8.000000,N/A,N/A,,N/A,0.000802,0.000060,0.000757,10567.808342,,,,
MicroBench_LocalMem_int32_4096,,,32768,256,,1.000000,N/A,N/A,,N/A,0.000134,0.000008,0.000129,7773.269282,,,,
MicroBench_LocalMem_fp32_4096,,,32768,256,,1.000000,N/A,N/A,,N/A,0.000133,0.000004,0.000129,7758.313032,,,,
MicroBench_LocalMem_fp64_4096,,,32768,256,,2.000000,N/A,N/A,,N/A,0.000280,0.000056,0.000236,8492.280517,,,,
MicroBench_LocalMem_int32_4096,,,8388608,256,,256.000000,N/A,N/A,,N/A,0.021781,0.000023,0.021741,11774.920734,,,,
MicroBench_LocalMem_fp32_4096,,,8388608,256,,256.000000,N/A,N/A,,N/A,0.021785,0.000027,0.021738,11776.791707,,,,
MicroBench_LocalMem_fp64_4096,,,8388608,256,,512.000000,N/A,N/A,,N/A,0.043452,0.000066,0.043402,11796.651442,,,,
MicroBench_LocalMem_int32_4096,,,2048,256,,0.000000,N/A,N/A,,N/A,0.000111,0.000007,0.000107,N/A,,,,
MicroBench_LocalMem_fp32_4096,,,2048,256,,0.000000,N/A,N/A,,N/A,0.000110,0.000006,0.000105,N/A,,,,
MicroBench_LocalMem_fp64_4096,,,2048,256,,0.000000,N/A,N/A,,N/A,0.000171,0.000050,0.000132,N/A,,,,
MicroBench_LocalMem_int32_4096,,,262144,256,,8.000000,N/A,N/A,,N/A,0.000799,0.000048,0.000763,10482.743439,,,,
MicroBench_LocalMem_fp32_4096,,,262144,256,,8.000000,N/A,N/A,,N/A,0.000788,0.000031,0.000761,10507.057459,,,,
MicroBench_LocalMem_fp64_4096,,,262144,256,,16.000000,N/A,N/A,,N/A,0.001640,0.000067,0.001607,9959.068230,,,,
MicroBench_LocalMem_int32_4096,,,65536,256,,2.000000,N/A,N/A,,N/A,0.000236,0.000006,0.000232,8607.815035,,,,
MicroBench_LocalMem_fp32_4096,,,65536,256,,2.000000,N/A,N/A,,N/A,0.000234,0.000003,0.000231,8648.386860,,,,
MicroBench_LocalMem_fp64_4096,,,65536,256,,4.000000,N/A,N/A,,N/A,0.000478,0.000045,0.000443,9035.954061,,,,
MicroBench_LocalMem_int32_4096,,,1048576,256,,32.000000,N/A,N/A,,N/A,0.002838,0.000045,0.002780,11509.143655,,,,
MicroBench_LocalMem_fp32_4096,,,1048576,256,,32.000000,N/A,N/A,,N/A,0.002874,0.000076,0.002793,11456.997057,,,,
MicroBench_LocalMem_fp64_4096,,,1048576,256,,64.000000,N/A,N/A,,N/A,0.005822,0.000062,0.005771,11090.645405,,,,
MicroBench_LocalMem_int32_4096,,,2048,256,,0.000000,N/A,N/A,,N/A,0.000110,0.000008,0.000105,N/A,,,,
MicroBench_LocalMem_fp32_4096,,,2048,256,,0.000000,N/A,N/A,,N/A,0.000111,0.000007,0.000106,N/A,,,,
MicroBench_LocalMem_fp64_4096,,,2048,256,,0.000000,N/A,N/A,,N/A,0.000170,0.000048,0.000131,N/A,,,,
